ListingID,City,Locality,PropertyType,BHK,Bathrooms,Balconies,Furnishing,SuperBuiltUpArea_sqft,BuiltUpArea_sqft,CarpetArea_sqft,Floor,TotalFloors,Parking,BuildingType,YearBuilt,AgeYears,Facing,AmenitiesCount,IsRERARegistered,Latitude,Longitude,Price_INR
HP00280,Delhi NCR,Noida-Sector 62,Apartment,2,2.0,1.0,Unfurnished,1167,894,715,3,6,Covered,Mid Rise,1998.0,27,West,8,True,28.521824,76.978044,9090000
HP02175,Kolkata,Tollygunge,Apartment,2,2.0,3.0,Unfurnished,1842,1442,1176,9,12,Covered,Gated Community,2010.0,15,North,8,False,22.573388,88.482572,15380000
HP00841,Chennai,Anna Nagar,Villa,4,5.0,2.0,Unfurnished,2650,1968,1619,0,1,Stilt,Bungalow,2022.0,3,North-West,5,True,13.192168,80.226763,26860000
HP01793,Hyderabad,Banjara Hills,Villa,5,6.0,1.0,Furnished,3822,2828,2322,2,2,Open,Low Rise,2019.0,6,North-East,8,True,17.345438,78.414837,39130000
HP01362,Chennai,Velachery,Apartment,3,3.0,3.0,Semi-Furnished,1725,1373,1139,32,40,Covered,High Rise,2012.0,13,West,8,True,13.027432,80.151486,13110000
HP00070,Pune,Kothrud,Apartment,3,4.0,1.0,Semi-Furnished,2397,1968,1624,5,12,Covered,Mid Rise,2007.0,18,West,8,True,18.540807,73.931211,23330000
HP02270,Hyderabad,Gachibowli,Independent House,4,5.0,1.0,Unfurnished,2796,2178,1659,4,4,Covered,Standalone Building,2009.0,16,West,5,True,17.383996,78.542352,17930000
HP01562,Pune,Aundh,Penthouse,4,5.0,1.0,Semi-Furnished,3893,2902,2583,15,19,Covered,High Rise,2005.0,20,North-West,6,True,18.52596,73.891122,45630000
HP01673,Kolkata,Behala,Independent House,4,4.0,1.0,Unfurnished,4080,3226,2596,0,2,Stilt,Bungalow,2019.0,6,South-East,7,True,22.452392,88.31954,30120000
HP01747,Bengaluru,Marathahalli,Apartment,3,4.0,3.0,Semi-Furnished,1486,1238,1113,11,12,Covered,Mid Rise,2014.0,11,North,6,True,12.93398,77.566429,14840000
HP00510,MMR,Thane West,Independent House,3,3.0,1.0,Unfurnished,2434,1957,1745,0,4,Covered,Standalone Building,2022.0,3,North-East,4,True,19.180022,72.930924,35670000
HP00743,Pune,Kharadi,Apartment,4,5.0,2.0,Unfurnished,2267,1858,1585,5,11,Basement,Mid Rise,2007.0,18,North-West,9,False,18.576123,73.821852,17260000
HP00097,Hyderabad,Banjara Hills,Apartment,3,3.0,1.0,Unfurnished,2487,2037,1738,1,6,Covered,Mid Rise,2014.0,11,East,7,True,17.446149,78.441366,19270000
HP00260,Bengaluru,Marathahalli,Apartment,3,3.0,2.0,Semi-Furnished,2484,2045,1755,2,6,Covered,Gated Community,2024.0,1,South-East,9,True,13.043704,77.643693,24450000
HP01438,Chennai,Adyar,Villa,4,4.0,2.0,Semi-Furnished,2567,1933,1659,0,3,Covered,Bungalow,2005.0,20,South,5,True,13.147945,80.21024,25750000
HP00197,Delhi NCR,Noida-Sector 62,Apartment,1,2.0,1.0,Semi-Furnished,629,528,472,31,39,Basement,High Rise,2016.0,9,East,6,True,28.379023,76.917439,6040000
HP01177,Delhi NCR,Gurugram-Sector 56,Apartment,2,3.0,2.0,Unfurnished,1133,864,755,15,40,Covered,High Rise,2013.0,12,South-East,10,True,28.368251,77.410991,9120000
HP00950,Delhi NCR,Gurugram-Sector 56,Apartment,2,3.0,1.0,Furnished,1515,1252,1138,3,3,Open,Standalone Building,2025.0,0,South,6,False,28.666738,77.20253,15910000
HP00810,Delhi NCR,Gurugram-DLF Phase 3,Apartment,2,3.0,1.0,Semi-Furnished,1699,1422,1170,1,2,Stilt,Low Rise,2019.0,6,East,5,True,28.532148,77.280041,14800000
HP01133,Bengaluru,Sarjapur Road,Studio,0,1.0,1.0,Furnished,766,607,527,5,6,Covered,Mid Rise,2008.0,17,East,8,False,12.883521,77.489745,6610000
HP02011,Hyderabad,Gachibowli,Apartment,2,3.0,2.0,Semi-Furnished,1863,1450,1245,2,10,Basement,Mid Rise,1999.0,26,North-East,6,False,17.336512,78.586988,13990000
HP01509,Chennai,OMR,Apartment,2,2.0,2.0,Unfurnished,1343,1052,937,4,8,Covered,Gated Community,2015.0,10,North-West,8,False,12.991949,80.307854,10660000
HP00528,Chennai,Velachery,Row House,3,3.0,1.0,Unfurnished,2078,1529,1324,2,7,Covered,Gated Community,2015.0,11,North,7,True,12.990468,80.334087,16510000
HP00611,Pune,Hinjawadi,Penthouse,4,4.0,2.0,Unfurnished,3998,2856,2305,22,30,Open,High Rise,2015.0,10,North-West,9,False,18.539195,73.768496,42770000
HP00995,Bengaluru,Hebbal,Apartment,2,2.0,1.0,Furnished,1164,973,851,1,10,Covered,Gated Community,2016.0,9,South-East,8,False,12.901022,77.731985,10170000
HP00238,Bengaluru,Sarjapur Road,Villa,2,3.0,1.0,Unfurnished,1921,1583,1281,3,4,Open,Standalone Building,2015.0,10,North,8,True,12.891937,77.784609,22170000
HP00622,Bengaluru,Sarjapur Road,Villa,4,4.0,2.0,Furnished,3379,2688,2164,3,4,Covered,Standalone Building,2014.0,11,East,5,True,12.94683,77.769237,36350000
HP01152,Kolkata,Jadavpur,Row House,2,3.0,1.0,Semi-Furnished,1323,1042,847,2,8,Covered,Gated Community,2019.0,6,East,7,True,22.572686,88.466283,10790000
HP02197,Hyderabad,Kukatpally,Apartment,3,3.0,1.0,Semi-Furnished,2611,2108,1834,1,4,Open,Standalone Building,2015.0,10,West,7,True,17.255642,78.445276,22530000
HP01262,Kolkata,Behala,Apartment,2,2.0,1.0,Unfurnished,1160,983,839,6,12,Open,Mid Rise,2015.0,10,South-West,7,True,22.560783,88.358118,7850000
HP01989,Pune,Viman Nagar,Independent House,2,3.0,3.0,Semi-Furnished,1388,1012,872,0,2,Covered,Bungalow,2017.0,8,West,5,True,18.56873,73.901261,12360000
HP00411,Pune,Baner,Apartment,4,4.0,1.0,Semi-Furnished,2018,1652,1454,4,35,Covered,High Rise,2016.0,9,North,9,True,18.502333,73.818723,16520000
HP00464,Ahmedabad,Satellite,Apartment,3,4.0,1.0,Semi-Furnished,2451,1948,1732,11,34,Basement,High Rise,2017.0,8,South-East,7,True,23.142718,72.585082,13990000
HP02261,Kolkata,Behala,Apartment,2,3.0,1.0,Semi-Furnished,1343,1121,1019,1,8,Stilt,Mid Rise,2022.0,3,West,5,True,22.622674,88.41361,11330000
HP00673,Delhi NCR,Noida-Sector 62,Apartment,3,4.0,3.0,Unfurnished,1699,1330,1206,5,7,Basement,Gated Community,2010.0,15,South-West,10,True,28.583214,77.218638,12620000
HP01331,Pune,Kothrud,Villa,3,4.0,1.0,Semi-Furnished,2249,1843,1511,0,3,Open,Bungalow,2010.0,15,South,8,True,18.599287,73.903106,21940000
HP02020,Delhi NCR,Noida-Sector 76,Apartment,1,2.0,2.0,Semi-Furnished,960,773,673,20,37,Basement,High Rise,2005.0,20,South-East,5,True,28.726261,77.478272,6930000
HP01334,Bengaluru,Yelahanka,Penthouse,4,4.0,2.0,Unfurnished,2642,1959,1647,8,16,Basement,High Rise,2025.0,0,North-East,5,False,13.060386,77.777425,27970000
HP01547,MMR,Vile Parle,Independent House,6,6.0,1.0,Semi-Furnished,5053,3815,3062,2,3,Covered,Low Rise,2014.0,11,East,8,True,18.948822,72.923391,86820000
HP02219,Chennai,OMR,Independent House,5,6.0,1.0,Unfurnished,5697,4432,3813,1,9,Open,Gated Community,2015.0,10,South-West,9,True,13.092412,80.186748,45140000
HP01925,Chennai,Porur,Apartment,2,3.0,1.0,Furnished,1174,993,877,3,5,Covered,Standalone Building,2016.0,9,North-West,6,False,13.176934,80.279421,10670000
HP01423,Kolkata,New Town,Penthouse,3,4.0,3.0,Unfurnished,2329,1796,1464,34,34,Covered,High Rise,2006.0,19,South-West,8,True,22.487873,88.336074,21110000
HP02124,Kolkata,Jadavpur,Apartment,2,3.0,2.0,Unfurnished,1117,905,753,5,9,Stilt,Mid Rise,2019.0,6,North-West,7,True,22.584252,88.326448,9480000
HP00556,Hyderabad,Gachibowli,Apartment,4,5.0,3.0,Semi-Furnished,3237,2447,1979,5,12,Basement,Mid Rise,2018.0,7,North-East,9,True,17.304942,78.441074,28840000
HP00230,Chennai,Adyar,Apartment,2,3.0,2.0,Semi-Furnished,1780,1486,1276,11,38,Basement,High Rise,2008.0,17,South,10,True,13.012067,80.33583,15950000
HP01714,Ahmedabad,Bopal,Independent House,4,4.0,2.0,Furnished,2815,2347,1979,1,3,Covered,Low Rise,2013.0,12,North-West,7,True,22.905128,72.462467,14160000
HP01813,Chennai,Anna Nagar,Independent House,5,6.0,1.0,Furnished,6233,4760,4106,3,5,Open,Standalone Building,2021.0,4,South-East,6,True,12.967269,80.287247,60120000
HP01056,Hyderabad,Manikonda,Apartment,2,2.0,2.0,Furnished,1674,1344,1222,2,10,Covered,Mid Rise,2016.0,9,South-East,8,True,17.485853,78.552873,14540000
HP00252,Chennai,Velachery,Apartment,3,3.0,2.0,Unfurnished,1400,1106,1005,11,12,Covered,Gated Community,2015.0,10,South-East,6,False,12.926291,80.177023,13820000
HP01288,Delhi NCR,Gurugram-Sector 56,Apartment,2,2.0,1.0,Unfurnished,1608,1270,1155,1,6,Basement,Mid Rise,2019.0,6,South-West,9,False,28.724308,77.342247,14360000
HP00451,Ahmedabad,Prahlad Nagar,Apartment,3,4.0,1.0,Furnished,2332,1881,1637,7,8,Covered,Mid Rise,2012.0,13,North-West,6,True,23.113363,72.61456,12060000
HP01103,Chennai,T Nagar,Apartment,3,3.0,1.0,Unfurnished,2145,1752,1503,5,27,Open,High Rise,2025.0,0,West,9,True,13.142045,80.217547,21340000
HP00368,Bengaluru,Whitefield,Penthouse,3,4.0,1.0,Unfurnished,2461,1860,1625,25,26,Open,High Rise,2003.0,22,West,4,True,13.066688,77.624437,27980000
HP00354,Pune,Hinjawadi,Apartment,2,3.0,2.0,Unfurnished,1354,1015,855,27,34,Open,High Rise,2016.0,9,South-East,7,True,18.466956,73.812961,11960000
HP00943,Hyderabad,Banjara Hills,Apartment,3,4.0,1.0,Furnished,1754,1436,1286,6,8,Open,Mid Rise,2016.0,9,North,8,True,17.261091,78.400348,16810000
HP01117,Ahmedabad,Thaltej,Apartment,2,2.0,1.0,Furnished,1112,912,761,3,4,Open,Standalone Building,2025.0,0,North-West,7,True,23.041399,72.668302,6650000
HP00963,Delhi NCR,Gurugram-Sector 56,Apartment,3,3.0,2.0,Unfurnished,2605,2077,1848,3,4,Open,Standalone Building,2023.0,2,South-East,4,True,28.59412,77.211367,21780000
HP02077,Chennai,OMR,Villa,3,4.0,1.0,Unfurnished,2149,1642,1484,9,12,Open,Gated Community,2009.0,16,East,9,True,12.988194,80.155596,21370000
HP00903,Bengaluru,Whitefield,Apartment,3,3.0,2.0,Semi-Furnished,2221,1793,1620,7,8,Open,Mid Rise,2025.0,0,North,9,True,12.989348,77.785328,22400000
HP00612,Bengaluru,HSR Layout,Penthouse,4,5.0,2.0,Furnished,3624,3032,2374,4,36,Covered,High Rise,2025.0,0,East,8,False,12.808142,77.602956,46500000
HP01671,Hyderabad,Banjara Hills,Independent House,2,2.0,1.0,Semi-Furnished,1212,968,801,0,3,Open,Low Rise,1999.0,26,North-West,7,True,17.534807,78.380786,8080000
HP01763,Chennai,Anna Nagar,Apartment,2,3.0,3.0,Unfurnished,1318,1046,951,1,3,Stilt,Standalone Building,2005.0,20,South-East,6,False,13.044656,80.269574,9420000
HP02207,MMR,Powai,Row House,3,4.0,3.0,Unfurnished,2003,1642,1325,1,5,Covered,Low Rise,2022.0,3,North-West,8,True,19.265607,72.776745,39360000
HP01776,Bengaluru,Hebbal,Apartment,3,4.0,2.0,Semi-Furnished,2674,2109,1847,2,11,Covered,Gated Community,2014.0,11,North-West,7,True,12.831488,77.664705,21840000
HP01669,MMR,Powai,Studio,0,1.0,1.0,Semi-Furnished,672,538,444,3,9,Covered,Mid Rise,2012.0,13,South-East,6,False,18.909247,72.943962,8740000
HP01806,MMR,Navi Mumbai-Kharghar,Apartment,2,3.0,1.0,Furnished,1415,1121,984,1,10,Basement,Mid Rise,2020.0,5,South-East,6,True,18.978751,72.815845,24170000
HP00050,Kolkata,Salt Lake,Row House,2,3.0,2.0,Semi-Furnished,1237,932,797,0,1,Stilt,Bungalow,2014.0,11,South-West,5,True,22.510294,88.425237,9210000
HP00068,Ahmedabad,Vastrapur,Apartment,3,3.0,2.0,Semi-Furnished,1425,1178,1026,1,2,Covered,Standalone Building,2018.0,7,South-West,6,True,23.005252,72.617387,7050000
HP00708,Chennai,Velachery,Apartment,3,4.0,2.0,Semi-Furnished,1437,1198,1058,9,12,Basement,High Rise,2020.0,5,South,8,True,13.107724,80.320402,14250000
HP01762,Delhi NCR,Noida-Sector 76,Independent House,3,4.0,1.0,Furnished,2123,1665,1409,6,12,Open,Gated Community,2016.0,9,North,4,True,28.592843,77.35932,16970000
HP00300,Hyderabad,Gachibowli,Apartment,3,4.0,1.0,Unfurnished,2312,1805,1467,2,12,Covered,Mid Rise,2011.0,14,South,9,True,17.363459,78.412277,16880000
HP00049,Hyderabad,Manikonda,Apartment,2,3.0,2.0,Semi-Furnished,1125,923,766,4,9,Basement,Mid Rise,2013.0,12,North,8,True,17.392127,78.474356,8140000
HP02230,Chennai,Porur,Apartment,3,4.0,1.0,Unfurnished,2263,1787,1597,5,14,Basement,High Rise,2024.0,1,East,7,True,12.979687,80.165178,19040000
HP00523,Kolkata,New Town,Independent House,3,4.0,1.0,Semi-Furnished,2364,1935,1618,11,12,Covered,Gated Community,2022.0,3,North,8,True,22.623093,88.345516,20350000
HP00614,MMR,Goregaon East,Apartment,2,2.0,1.0,Semi-Furnished,1003,799,709,3,8,Open,Mid Rise,2025.0,0,South-West,9,True,18.961476,72.940528,17170000
HP02123,Bengaluru,Banashankari,Apartment,2,2.0,2.0,Unfurnished,1125,873,732,0,2,Open,Standalone Building,2025.0,0,South-West,5,True,12.820109,77.631486,9740000
HP01692,Chennai,Porur,Apartment,2,3.0,3.0,Semi-Furnished,1316,1067,907,3,9,Covered,Gated Community,2022.0,3,South-West,4,False,13.163772,80.242041,11680000
HP00742,Chennai,OMR,Apartment,3,4.0,1.0,Furnished,2207,1752,1582,7,9,Covered,Gated Community,2025.0,0,West,10,False,12.92296,80.171045,22570000
HP00606,MMR,Thane West,Apartment,1,1.0,1.0,Semi-Furnished,943,788,686,11,16,Covered,High Rise,2017.0,8,West,7,True,19.113862,72.82817,16240000
HP01740,Bengaluru,Yelahanka,Independent House,3,3.0,3.0,Furnished,2265,1839,1383,1,2,Open,Standalone Building,2024.0,1,South,4,True,12.858759,77.508467,21920000
HP01611,Kolkata,Tollygunge,Apartment,2,3.0,1.0,Semi-Furnished,1509,1147,985,7,24,Covered,High Rise,2025.0,0,North-West,9,False,22.589263,88.43558,10910000
HP01633,Pune,Baner,Apartment,3,4.0,2.0,Unfurnished,1654,1295,1127,1,11,Covered,Mid Rise,2025.0,0,North-East,6,True,18.457581,73.934682,13760000
HP02205,Hyderabad,Manikonda,Apartment,3,3.0,3.0,Semi-Furnished,2422,1848,1680,7,19,Open,High Rise,2009.0,16,South,9,True,17.44031,78.34246,18950000
HP01338,Delhi NCR,Noida-Sector 76,Apartment,2,2.0,2.0,Unfurnished,1738,1370,1192,21,26,Stilt,High Rise,2018.0,7,West,8,True,28.679429,77.452919,16310000
HP02189,Pune,Wakad,Apartment,2,2.0,1.0,Semi-Furnished,1704,1317,1125,24,28,Covered,High Rise,2011.0,14,South-East,7,False,18.482472,73.90259,16320000
HP00343,Delhi NCR,Gurugram-DLF Phase 3,Apartment,4,5.0,2.0,Unfurnished,2487,1911,1702,11,11,Basement,Mid Rise,2006.0,19,North-East,8,True,28.754975,77.425604,22890000
HP00600,Bengaluru,Marathahalli,Independent House,4,4.0,1.0,Unfurnished,3631,2750,2215,0,1,Covered,Bungalow,2005.0,20,North-East,5,True,12.931128,77.696417,27000000
HP00292,MMR,Vile Parle,Independent House,4,5.0,1.0,Unfurnished,3040,2347,1966,0,3,Open,Low Rise,2023.0,2,West,6,True,19.132978,72.947524,43590000
HP02355,Kolkata,Jadavpur,Studio,0,1.0,0.0,Semi-Furnished,467,366,314,2,3,Covered,Standalone Building,2013.0,12,North-West,9,True,22.532625,88.337587,3390000
HP00150,MMR,Powai,Apartment,4,4.0,3.0,Furnished,3350,2611,2188,5,5,Covered,Standalone Building,2007.0,18,North-East,8,False,19.298522,72.947444,51250000
HP01194,Ahmedabad,Satellite,Penthouse,3,4.0,1.0,Unfurnished,2290,1791,1487,9,24,Open,High Rise,2007.0,18,West,8,False,22.955888,72.434707,13130000
HP00283,Ahmedabad,Maninagar,Apartment,2,2.0,2.0,Semi-Furnished,1167,918,829,2,5,Open,Standalone Building,2006.0,19,South,4,False,23.024958,72.536735,5840000
HP02194,Pune,Kothrud,Row House,2,3.0,1.0,Furnished,1372,1068,915,1,9,Open,Gated Community,2020.0,5,South,6,False,18.559589,73.817482,12580000
HP01085,Chennai,Anna Nagar,Villa,4,4.0,2.0,Unfurnished,4173,3163,2582,12,12,Covered,Gated Community,2022.0,3,North,8,True,13.152498,80.335197,39350000
HP01115,Ahmedabad,Bodakdev,Apartment,2,2.0,2.0,Semi-Furnished,1118,899,791,6,7,Open,Gated Community,2025.0,0,South-West,7,True,22.905757,72.571895,7060000
HP01386,Bengaluru,Hebbal,Apartment,3,4.0,2.0,Semi-Furnished,2127,1770,1500,27,29,Basement,High Rise,2025.0,0,West,8,True,12.8137,77.651278,18650000
HP01028,Ahmedabad,Satellite,Apartment,4,4.0,1.0,Semi-Furnished,3735,2983,2581,5,12,Open,Mid Rise,2018.0,7,South-West,9,True,23.050536,72.464812,19470000
HP00479,MMR,Bandra West,Apartment,1,2.0,1.0,Unfurnished,1072,865,786,11,11,Covered,Gated Community,2015.0,16,North,7,True,18.926384,72.878035,15310000
HP02072,Bengaluru,Koramangala,Apartment,3,4.0,1.0,Unfurnished,2197,1780,1585,8,12,Basement,Mid Rise,2007.0,18,North-East,8,True,13.030147,77.499935,20770000
HP00241,Kolkata,Behala,Apartment,2,2.0,1.0,Unfurnished,1414,1168,1012,4,11,Open,Mid Rise,1999.0,26,South-East,9,False,22.452139,88.489679,9330000
HP02356,Ahmedabad,Vastrapur,Studio,0,1.0,1.0,Unfurnished,533,414,376,1,2,Open,Standalone Building,2000.0,25,North-West,6,True,23.02858,72.446113,2270000
HP00999,Bengaluru,Electronic City,Independent House,3,3.0,1.0,Semi-Furnished,2794,2211,1891,0,3,Covered,Bungalow,2016.0,9,South,6,True,13.144025,77.491577,20650000
HP00074,Chennai,Adyar,Penthouse,4,4.0,1.0,Unfurnished,2842,2168,1884,5,16,Open,High Rise,2013.0,12,East,6,True,12.945749,80.252248,33390000
HP00423,Chennai,Velachery,Penthouse,4,5.0,1.0,Unfurnished,2176,1645,1478,10,32,Covered,High Rise,2024.0,1,North-East,10,True,13.052959,80.278775,26490000
HP02168,Delhi NCR,Noida-Sector 62,Apartment,4,4.0,1.0,Furnished,2952,2356,2023,9,17,Covered,High Rise,2010.0,15,West,6,True,28.485796,77.290149,23990000
HP00618,Pune,Kharadi,Apartment,2,3.0,1.0,Furnished,1219,969,857,31,35,Covered,High Rise,2025.0,0,East,7,False,18.463542,73.833801,12480000
HP02160,MMR,Vile Parle,Independent House,5,5.0,1.0,Furnished,5770,4150,3398,3,3,Covered,Low Rise,2022.0,3,South-East,4,True,19.082176,72.891551,83640000
HP00926,Hyderabad,Madhapur,Apartment,3,3.0,1.0,Unfurnished,2540,2009,1664,7,7,Basement,Gated Community,2012.0,13,North-West,10,False,17.315784,78.589568,19950000
HP02159,Delhi NCR,Dwarka,Apartment,2,3.0,1.0,Unfurnished,1672,1258,1144,26,32,Covered,High Rise,2021.0,4,North-West,5,True,28.45508,77.431152,15410000
HP01722,Ahmedabad,Prahlad Nagar,Apartment,2,3.0,1.0,Furnished,1068,865,785,11,12,Covered,High Rise,2012.0,13,North-East,8,True,22.976846,72.543673,6680000
HP00158,Ahmedabad,Satellite,Apartment,2,3.0,2.0,Unfurnished,1629,1248,1093,19,32,Basement,High Rise,2010.0,15,West,10,True,23.049903,72.60383,7940000
HP01144,Bengaluru,Whitefield,Studio,0,2.0,1.0,Unfurnished,698,569,503,2,3,Covered,Standalone Building,2025.0,0,South-West,5,False,12.863655,77.584756,5960000
HP01833,Pune,Viman Nagar,Apartment,2,3.0,1.0,Semi-Furnished,1768,1479,1291,0,5,Covered,Standalone Building,2011.0,14,South,6,True,18.61975,73.923355,13330000
HP01160,Chennai,OMR,Villa,4,4.0,2.0,Unfurnished,3886,2878,2376,2,2,Open,Standalone Building,2014.0,11,North,6,True,13.109569,80.209902,37570000
HP00427,Ahmedabad,Vastrapur,Row House,3,4.0,2.0,Semi-Furnished,2116,1639,1433,4,4,Open,Low Rise,2002.0,23,North,3,True,22.998073,72.646751,11500000
HP01894,MMR,Thane West,Apartment,1,2.0,1.0,Unfurnished,1056,872,727,6,12,Covered,Mid Rise,2013.0,12,South-East,7,False,19.125919,72.862748,15640000
HP01689,Kolkata,New Town,Villa,2,3.0,1.0,Semi-Furnished,1714,1350,1091,2,2,Covered,Standalone Building,1999.0,26,South-West,7,False,22.580844,88.453765,15070000
HP02036,MMR,Andheri West,Studio,0,2.0,1.0,Unfurnished,449,378,319,4,9,Basement,Mid Rise,2017.0,8,North,9,True,18.927265,72.865302,6180000
HP00052,Pune,Kharadi,Apartment,2,3.0,2.0,Unfurnished,1419,1123,1021,3,10,Covered,Mid Rise,2025.0,0,North-West,7,True,18.525164,73.864027,12700000
HP01024,Bengaluru,Yelahanka,Villa,3,3.0,2.0,Unfurnished,1972,1514,1217,0,2,Covered,Bungalow,2009.0,16,South-West,6,True,13.127761,77.576522,20150000
HP00917,MMR,Powai,Apartment,3,4.0,1.0,Unfurnished,2213,1726,1438,2,3,Stilt,Standalone Building,2000.0,25,North-West,6,True,19.124363,72.928756,28280000
HP01921,Pune,Wakad,Apartment,2,2.0,2.0,Unfurnished,1650,1323,1161,7,11,Basement,Gated Community,2025.0,0,North,7,True,18.565367,73.752874,16330000
HP00633,MMR,Mulund,Apartment,2,3.0,2.0,Semi-Furnished,1645,1257,1090,5,7,Open,Mid Rise,2019.0,6,North-East,7,True,19.098562,72.900345,27340000
HP01472,Delhi NCR,Dwarka,Apartment,1,1.0,2.0,Furnished,943,755,652,3,5,Covered,Low Rise,2025.0,0,East,7,True,28.316337,76.915748,10300000
HP01720,MMR,Andheri West,Row House,3,4.0,2.0,Semi-Furnished,2324,1723,1412,0,3,Stilt,Bungalow,2008.0,17,North-West,5,False,19.150927,72.802046,32690000
HP01524,Bengaluru,Sarjapur Road,Apartment,3,4.0,1.0,Semi-Furnished,1896,1474,1245,21,26,Covered,High Rise,2010.0,15,South,7,True,12.960695,77.658563,17300000
HP01863,Bengaluru,Electronic City,Penthouse,2,2.0,1.0,Semi-Furnished,1890,1437,1161,27,33,Covered,High Rise,2021.0,4,North,7,True,12.855436,77.709594,22040000
HP00531,Delhi NCR,Gurugram-Sector 56,Villa,5,6.0,1.0,Unfurnished,6030,4865,4058,0,2,Stilt,Bungalow,2008.0,17,North-East,9,True,28.69705,77.472257,54200000
HP01768,Bengaluru,Hebbal,Apartment,3,4.0,1.0,Furnished,2411,1990,1774,2,2,Open,Standalone Building,2013.0,12,South-East,5,True,12.859899,77.564406,22980000
HP01534,Ahmedabad,Maninagar,Independent House,2,3.0,1.0,Semi-Furnished,1489,1159,1054,0,2,Covered,Bungalow,2012.0,13,South-East,8,False,22.925686,72.467204,6850000
HP02331,Ahmedabad,Bopal,Studio,0,1.0,1.0,Unfurnished,438,371,319,3,37,Covered,High Rise,2008.0,17,North-East,9,False,23.088259,72.66634,2200000
HP01284,Delhi NCR,Gurugram-Sector 56,Apartment,2,3.0,2.0,Furnished,1330,1029,910,27,29,Covered,High Rise,2016.0,9,West,7,True,28.729229,77.356293,13660000
HP00417,MMR,Thane West,Apartment,2,2.0,1.0,Semi-Furnished,1164,932,809,10,12,Covered,Gated Community,2005.0,20,West,7,True,19.058771,72.83617,16690000
HP00446,Pune,Viman Nagar,Apartment,3,3.0,2.0,Unfurnished,2239,1837,1589,2,6,Covered,Gated Community,2010.0,15,North-East,8,True,18.519527,73.807599,18810000
HP00403,Bengaluru,Koramangala,Apartment,3,4.0,1.0,Semi-Furnished,1669,1411,1181,11,12,Open,High Rise,2008.0,17,North-East,6,True,12.838285,77.736624,14830000
HP01273,Kolkata,Rajarhat,Apartment,2,3.0,1.0,Unfurnished,1764,1424,1230,3,6,Covered,Mid Rise,2017.0,8,South-West,8,True,22.491262,88.317855,14850000
HP01038,Kolkata,Tollygunge,Apartment,2,2.0,1.0,Unfurnished,1501,1156,1051,1,4,Covered,Low Rise,2025.0,0,West,5,False,22.549785,88.437105,11980000
HP00221,Hyderabad,Manikonda,Apartment,1,1.0,1.0,Semi-Furnished,807,657,578,12,25,Covered,High Rise,2010.0,15,North,7,False,17.309018,78.475567,6460000
HP00638,Hyderabad,Kondapur,Apartment,3,4.0,1.0,Semi-Furnished,1600,1309,1138,3,8,Basement,Gated Community,1992.0,33,South-East,7,True,17.343978,78.580464,10880000
HP00415,Hyderabad,Manikonda,Apartment,2,2.0,1.0,Semi-Furnished,1637,1331,1102,29,29,Covered,High Rise,2011.0,14,North,6,True,17.428302,78.546582,13960000
HP00085,Pune,Wakad,Apartment,3,3.0,3.0,Semi-Furnished,2506,2124,1824,2,4,Covered,Standalone Building,2012.0,13,South-West,4,True,18.454931,73.851161,20630000
HP01843,Pune,Hinjawadi,Apartment,2,3.0,3.0,Unfurnished,1704,1361,1237,9,12,Basement,Mid Rise,2007.0,18,South-East,7,True,18.463642,73.917865,14260000
HP00110,Kolkata,Rajarhat,Independent House,3,4.0,1.0,Unfurnished,1692,1275,1108,0,3,Basement,Bungalow,2013.0,12,South-West,6,True,22.634475,88.312385,11690000
